folio,cuidados
50101,Cuando me hablan de las cosas que pueden pasar.
3726,Cuando me hablan lindo.
5549,Cuando me hablan mal.
11037,Cuando me hablan o se quedan conmigo.
6173,Cuando me hablan sobre las drogas.
8889,Cuando me hablan tranquilos y con seguridad.
2484,Cuando me hacen caso y me preguntan cómo me va en la secundaria.
4372,Cuando me hacen comer.
7489,"Cuando me hacen comida que me gusta, ayudo con las tareas y juego videojuegos."
11784,Cuando me hacen feliz.
1084,"Cuando me hacen plática o me regalan dulces, etc."
1442,Cuando me hacen reír estando mal.
11067,"Cuando me hacen sentir bien, cuando comparten cosas conmigo, etc."
19831,Cuando me hacen sentir segura de mí misma.
3178,Cuando me hacen ver mis errores.
8832,Cuando me han ayudado con mis cosas :).
7337,Cuando me incluyen en los planes familiares.
99411,Cuando me incluyen o nos ayudamos.
2540,Cuando me indican algo que no estoy haciendo bien o cuando se preocupan por mí.
872,"Cuando me invitan a algo, me dicen que no haga algo que me puede lastimar."
19213,Cuando me junto con mis amigos.
11276,Cuando me lastimo.
1390,"Cuando me levanto, mi mamá me sirve el desayuno y me dice que me vaya bien en la escuela."
9355,Cuando me llaman
10291,Cuando me llaman muy seguido.
4256,Cuando me llaman y me preguntan dónde estoy.
37151,"Cuando me llegan y me marcan, y hasta veces"
3346,Cuando me lleva al doctor.
7991,"Cuando me llevan al doctor porque me siento mal, cuando me dan de comer y cuando me ayudan en algunas cosas."
6204,Cuando me llevan de la mano o me escuchan.
3587,CUANDO ME LLEVO BIEN.
5414,"Cuando me lo demuestran físicamente, con detalles, verbalmente y con protección."
14122,Cuando me lo demuestran.
8603,Cuando me lo demuestran.
39211,Cuando me lo demuestren.
1187,Cuando me mandan mensajes preguntando si estoy bien.
7151,Cuando me mandan un mensaje para saber dónde estoy o para saber cómo estoy.
248,"Cuando me mandan un mensaje preguntándome ""¿dónde estás?"", ""¿con quién?"", ese ""¿ya comiste?"", ""ve con cuidado"", ""avísame cuando llegues""."
8945,Cuando me mantienen cerca de ellos
7485,Cuando me miran fijamente.
5407,Cuando me miran por mucho tiempo me incomodo y así no me siento igual de a gusto con eso.
3506,Cuando me miran raro.
14552,Cuando me miran.
8939,Cuando me miran.
10187,Cuando me miran.
10767,Cuando me miran.
10024,Cuando me molestan y me defienden.
4581,Cuando me molestan.
18432,"Cuando me muestra afecto, me escuchan y me dan consejos."
1230,Cuando me muestran afecto y respeto.
1124,Cuando me muestran afecto.
5826,Cuando me muestran afecto.
11458,Cuando me muestran afecto.
2658,Cuando me muestran apoyo y me preguntan cómo me encuentro o me cuestionan lo que voy a hacer.
18801,Cuando me muestran apoyo.
2253,Cuando me muestran cariño y comprensión en ciertos aspectos.
3301,Cuando me muestran cariño.
5227,"Cuando me mueven de lugar en la calle, cuando me abrazan y me agarran del brazo."
7318,Cuando me observan mientras hago algo.
8039,"Cuando me observan para no lastimarme, corren para ver si estoy bien cuando me lesiono."
58311,Cuando me observan para ver si estoy bien.
34221,Cuando me observan.
246,Cuando me operaron.
10319,Cuando me orientan en mi ida y me dan amor y cariño.
65311,Cuando me pasan al otro lado de la banqueta.
6532,Cuando me pasan al otro lado de la banqueta.
6533,Cuando me pasan al otro lado de la banqueta.
6534,Cuando me pasan al otro lado de la banqueta.
6535,Cuando me pasan al otro lado de la banqueta.
6536,Cuando me pasan al otro lado de la banqueta.
6538,Cuando me pasan al otro lado de la banqueta.
15813,"Cuando me persigue, etc., o me dicen qué hacer."
5384,Cuando me piden que me aleje de personas malas o cuando me corrigen en cosas.
10057,"Cuando me piden que no lo haga porque ellos saben que es malo y me puede pasar algo, también me comentan eso para que sepa que no se hace o es peligroso."
1786,Cuando me ponen atención y me demuestran afecto.
8570,"Cuando me ponen atención, me escuchan, se preocupan por mí, cuando estoy fuera me preguntan dónde estoy, etc."
7902,Cuando me ponen límites.
9938,Cuando me ponen o están conmigo.
15841,Cuando me porto bien.
117,Cuando me pregunta cómo estoy.
6228,Cuando me pregunta cómo estoy.
3769,Cuando me pregunta cómo me siento.
8505,"Cuando me pregunta sobre mi día, etc."
4067,Cuando me preguntan adónde voy a salir.
10325,Cuando me preguntan adónde voy o qué voy a hacer.
5369,Cuando me preguntan adónde voy.
7729,Cuando me preguntan algo que no hace mi mamá.
3986,"Cuando me preguntan algo, por ejemplo, cómo fue mi día o qué hice en el día, otra persona"
117310,Cuando me preguntan cómo amanecí hoy y cómo me siento.
9534,"Cuando me preguntan cómo estoy cuando salgo, siento que es para cuidarme."
3959,Cuando me preguntan cómo estoy o cómo me fue en mi día.
3060,"Cuando me preguntan cómo estoy o cómo me siento, o cuándo no me dejan hacer algo porque está mal."
5012,Cuando me preguntan cómo estoy o cómo me siento.
4525,Cuando me preguntan cómo estoy o se preocupan por mí.
6718,Cuando me preguntan cómo estoy o si me pasa algo.
38211,Cuando me preguntan cómo estoy o si me siento bien.
9456,Cuando me preguntan cómo estoy y se interesan por mí.
9457,Cuando me preguntan cómo estoy y se interesan por mí.
9233,Cuando me preguntan cómo estoy y se preocupan por mí.
4105,"Cuando me preguntan cómo estoy, cómo me fue o qué tal me siento."
8703,"Cuando me preguntan cómo estoy, cómo me fue, si estoy bien, si necesito ayuda, etc."
9082,"Cuando me preguntan cómo estoy, cómo me va en la escuela, cómo me siento, si me siento seguro o no, etc..."
86710,"Cuando me preguntan cómo estoy, o cuando se preocupan por mí o me dan consejos."
6257,"Cuando me preguntan cómo estoy, o me abrazan de la nada."
7757,"Cuando me preguntan cómo estoy, se preocupan por mí, evitan ponerme en peligro."
24621,"Cuando me preguntan cómo estoy, si ya comí, cuando me preguntan qué estoy haciendo, etc."
2464,Cuando me preguntan cómo estoy.
14541,Cuando me preguntan cómo estoy.
12852,Cuando me preguntan cómo estoy.
13371,Cuando me preguntan cómo estoy.
26241,Cuando me preguntan cómo estoy.
27551,Cuando me preguntan cómo estoy.
30321,Cuando me preguntan cómo estoy.
3867,Cuando me preguntan cómo estoy.
4428,Cuando me preguntan cómo estoy.
4519,Cuando me preguntan cómo estoy.
5622,Cuando me preguntan cómo estoy.
6889,Cuando me preguntan cómo estoy.
6890,Cuando me preguntan cómo estoy.
6891,Cuando me preguntan cómo estoy.
6892,Cuando me preguntan cómo estoy.
8707,Cuando me preguntan cómo estoy.
8708,Cuando me preguntan cómo estoy.
9435,Cuando me preguntan cómo estoy.
9436,Cuando me preguntan cómo estoy.
3621,Cuando me preguntan cómo me fue en el día o cómo estoy.
3353,Cuando me preguntan cómo me fue en la escuela.
9280,Cuando me preguntan cómo me fue en la escuela.
9572,Cuando me preguntan cómo me fue en la escuela.
45,Cuando me preguntan cómo me fue o me prestan más atención.
7241,Cuando me preguntan cómo me fue o qué hice en mi día.
4542,Cuando me preguntan cómo me fue y cómo me siento.
2232,Cuando me preguntan cómo me fue.
5608,Cuando me preguntan cómo me fue.
51211,Cuando me preguntan cómo me siento emocionalmente.
1367,Cuando me preguntan cómo me siento o cómo amanecí.
9630,Cuando me preguntan cómo me siento o cómo estoy y me apoyan en mis actividades.
404,Cuando me preguntan cómo me siento o cómo estuvo mi día.
3191,Cuando me preguntan cómo me siento o cómo me va.
101810,Cuando me preguntan cómo me siento o dialogan conmigo.
6667,Cuando me preguntan cómo me siento o se preocupan por mí.
6668,Cuando me preguntan cómo me siento o se preocupan por mí.
6669,Cuando me preguntan cómo me siento o se preocupan por mí.
6670,Cuando me preguntan cómo me siento o se preocupan por mí.
13510,Cuando me preguntan cómo me siento o si estoy bien mental y físicamente.
5696,Cuando me preguntan cómo me siento y me prestan atención.
3459,"Cuando me preguntan cómo me siento y se preocupan por mí,"
9956,"Cuando me preguntan cómo me siento, cómo estoy cuando estoy con él, por qué me noto rara, o cualquier otra cosa, incluso si comí, qué comí, qué hago o cuáles son mis pasatiempos."
10723,"Cuando me preguntan cómo me siento, cuando me preguntan si ya comí, etc."
14401,Cuando me preguntan cómo me siento.
3239,Cuando me preguntan cómo me siento.
4628,Cuando me preguntan cómo me siento.
5564,Cuando me preguntan cómo me siento.
6965,Cuando me preguntan cómo me siento.
7375,Cuando me preguntan cómo me siento.
8922,Cuando me preguntan cómo me siento.
96411,Cuando me preguntan cómo me siento.
11819,Cuando me preguntan cómo me siento.
99611,"Cuando me preguntan con frecuencia si me siento bien o me dicen ""ten cuidado con esto"", ""no te preocupes, yo te ayudo"", ""aquí estoy para cualquier cosa"", etc."
4271,Cuando me preguntan con quiénes me junto.
112610,"Cuando me preguntan cosas como quién me habló, quiénes son mis amigos, etc."
8836,"Cuando me preguntan cosas de mi día, se preocupan si ya comí o me esperan cuando aún no termino."
20651,"Cuando me preguntan cosas muy normales, como si ya comí o si dormí bien, etc."
10928,"Cuando me preguntan cosas que no hago, si todo está bien en mi familia y conmigo."
13111,"Cuando me preguntan dónde estoy o cómo me siento, que me regalen algo que saben que me gusta, que me demuestren afecto podría ser con abrazos, y que siempre sepan y me digan algo que saben que adoro demasiado."
41211,Cuando me preguntan dónde estoy y con quién.
9339,Cuando me preguntan dónde estoy y qué hago.
10793,"Cuando me preguntan dónde estoy, cómo me siento, etc."
6099,"Cuando me preguntan dónde vivo, o preguntas familiares así, o también con quién hablo, quién es mi mejor amiga, etc."
22031,Cuando me preguntan hacia dónde voy o cosas así.
115410,Cuando me preguntan muchas cosas
4978,Cuando me preguntan muchas cosas
100111,Cuando me preguntan muchas cosas.
35131,Cuando me preguntan o me protegen.
7454,Cuando me preguntan por mi bienestar.
7505,Cuando me preguntan por mi bienestar.
12042,Cuando me preguntan por mi salud
8174,"Cuando me preguntan por mí, cómo estoy, etc."
4497,"Cuando me preguntan por mis cosas personales, cuando me abrazan y me dan ánimos, cuando me dicen que todo lo que deseo se va a lograr, cuando me enfermo y están ahí para mí cuando necesito algo, entre otras cosas."
12462,"Cuando me preguntan qué es lo que voy a hacer en el día, ponerme hora límite de llegada cuando salgo."
5382,Cuando me preguntan qué estoy viendo.
16252,"Cuando me preguntan qué hice en el día y quiero tener confianza para contarles lo que hice mal para que me aconsejen, etc."
6145,Cuando me preguntan qué hice o se preocupan por mí.
7216,Cuando me preguntan qué me pasa o qué sucede.
6744,Cuando me preguntan qué me pasa.
2078,Cuando me preguntan qué tengo o cómo estoy.
19942,Cuando me preguntan qué voy a hacer o algo así.
19952,Cuando me preguntan qué voy a hacer.
36421,"Cuando me preguntan quién es, si lo conozco o si ha atentado contra mí violentamente."
6896,Cuando me preguntan si algo está bien o no
2456,Cuando me preguntan si algo pasa o si algo me sucede.
6195,"Cuando me preguntan si deben hacerlo o no, o cuando me dicen las cosas antes de realizarlas."
74101,"Cuando me preguntan si estoy bien o cómo estoy, etc."
8267,"Cuando me preguntan si estoy bien o cómo me fue en mi día, también."
4036,Cuando me preguntan si estoy bien o cómo me fue en mi día.
24021,Cuando me preguntan si estoy bien o necesito algo.
14441,"Cuando me preguntan si estoy bien o qué me pasa, y cuando alguien me molesta me defienden, o cuando estoy triste me consuelan y me recuerdan lo especial y maravillosa que soy."
6182,Cuando me preguntan si estoy bien o si estoy cómodo.
113411,Cuando me preguntan si estoy bien u otras preguntas.
52511,"Cuando me preguntan si estoy bien, cuándo me dicen a qué hora tengo que llegar a mi casa, cuándo me dicen ""te acompaño""."
3947,"Cuando me preguntan si estoy bien, sonrío."
1043,Cuando me preguntan si estoy bien.
12591,Cuando me preguntan si estoy bien.
16172,Cuando me preguntan si estoy bien.
30351,Cuando me preguntan si estoy bien.
30811,Cuando me preguntan si estoy bien.
30821,Cuando me preguntan si estoy bien.
4058,Cuando me preguntan si estoy bien.
41171,Cuando me preguntan si estoy bien.
8898,Cuando me preguntan si estoy bien.
9009,Cuando me preguntan si estoy bien.
9335,Cuando me preguntan si estoy bien.
9587,Cuando me preguntan si estoy bien.
9062,Cuando me preguntan si me siento bien o si me pasa algo.
2739,"Cuando me preguntan si me siento bien, cómo he estado, me preguntan si ya comí, etc."
3285,Cuando me preguntan si me siento bien.
6123,Cuando me preguntan si me siento bien.
11637,Cuando me preguntan si ocupo algo.
100710,Cuando me preguntan si tengo algún problema o me defiendo de alguien que quiere buscarme pleito.
3234,Cuando me preguntan si tomo alcohol.
3639,Cuando me preguntan si ya comí o algo así.
18401,Cuando me preguntan si ya comí o cómo me siento y platicamos sobre eso.
101011,Cuando me preguntan si ya comí y cómo he estado en mi día.
11492,"Cuando me preguntan si ya comí, hermano."
10912,"Cuando me preguntan si ya comí, si llegué bien a casa, si me siento bien."
7838,Cuando me preguntan sobre mi día y a veces me regañan para que aprenda de mis errores.
5877,Cuando me preguntan sobre situaciones o me dicen que no realice ciertas acciones o actividades.
36641,"Cuando me preguntan, ""¿Todo bien?"" no tengo que parecer desanimado o algo por el estilo."
8366,"Cuando me preguntan, me apoyan, cuidan y siempre están pendientes de mí."
21921,"Cuando me preocupo, cuando me dan cariño."
3087,Cuando me prestan algo.
5333,Cuando me prestan atención
87411,Cuando me prestan atención a lo que les platico.
9858,Cuando me prestan atención o cuando me defienden.
8217,Cuando me prestan atención o me advierten de algunas cosas.
1771,Cuando me prestan atención o me felicitan.
355,Cuando me prestan atención siento que estoy segura.
11742,Cuando me prestan atención y se preocupan por mí.
1818,"Cuando me prestan atención, cuando me cuidan."
78101,"Cuando me prestan atención, cuando no me dejan sola, cuando pasamos tiempo juntos, cuando me apapachan (me abrazan, me dan besos, etc.),"
9158,"Cuando me prestan atención, cuando se preocupan por mí."
